"image_id","file_path","source_type","source_url","license","permission_status","contains_filter","split","notes"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=E3pPXd3phKIWqRuQp1g&portalId=P1,,,,unassigned,극세 필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=MBHbieq3gBT8pjGNyuxUmg&portalId=P1,,,,unassigned,초미세 플러스 필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=s93ct0Gz8XmCtwygHl8IxA&portalId=P1,,,,unassigned,초미세 미니필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=z3RU1abtMi3qS2DRQmMdg&portalId=P1,,,,unassigned,탈취 필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=wmCU6cQOG9umszDi0Agaww&portalId=P1,,,,unassigned,플라즈마 집진 필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=gRPeFYliodiCw7U8UmQzg&portalId=P1,,,,unassigned,집진 필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=CYfUaCPKDZkbFewB3OjoAA&portalId=P1),,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=81CJtgOoS8EBzjcpk4oCvA&portalId=P1),,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=e6Br68S0ipa4zVZ3ZhqQ&portalId=P1);background-size:100%;},,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=cSrRVKKz6eHJNHzIRgzWA&portalId=P1);},,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Ut86lQxtr7IjBAsNzT427w&portalId=P1),,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=G4N8hGn6nUhnYwrSvODsw&portalId=P1),,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Xw5rvb0UTyjfo1LwHfIJ7w&portalId=P1),,,,unassigned, | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=qJ5OsI2rgJ1U28G8j18yZA&portalId=P1,,,,unassigned,1. 극세 필터 덮개 분리하기 2. 극세 필터 분리하기 3. 극세 필터 청소하기 4. 극세 필터 건조하기 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=HNXDwm0vCALJl916RZmKzw&portalId=P1,,,,unassigned,창문형 에어컨의 극세 필터 덮개 및 극세 필터를 분리한 후 물로 세척하고 그늘에 말리는 그림 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=3biFfv2xSOboSVQ2pyzS6g&portalId=P1,,,,unassigned,싱글 호스 이동식 에어컨의 극세 필터 덮개 및 극세 필터를 분리한 후 물로 세척하고 그늘에 말리는 그림 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=KABgf0Wrx55dWiZN53z1LQ&portalId=P1,,,,unassigned,듀얼 호스 이동식 에어컨의 호스 아래 나사를 제거 후 필터를 분리한 후 물로 세척하고 그늘에 말리는 그림 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=C0LmTYIVxtAkAwXtplMzg&portalId=P1,,,,unassigned,전면 그릴의 도어락 2개를 누르는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Kj8YB6QZZNjn3FlAWLsaw&portalId=P1,,,,unassigned,전면 그릴이 열린 상태에서 필터를 분리하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=PmndSXXAWosyZsPtEJt2g&portalId=P1,,,,unassigned,"분리한 필터를 부드러운 솔로 청소를 하거나, 중성세제를 탄  물에 청소하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=c1VrEou5V1LaSQBxBC7aQ&portalId=P1,,,,unassigned,전면 그릴의 뒤쪽연결고리를 제품에 거는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=L992R2SpIawJkeC3JfAw&portalId=P1,,,,unassigned,A 타입 : 위로 커버를 연 후 앞으로 당겨서 분리 / B 타입 : 상부에 있는 필터 손잡이를 잡고 위로 올려 필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=MwADSzmHef8decZf8IP3Q&portalId=P1,,,,unassigned,진공청소기나 부드러운 솔로 청소해 주세요. (오염이 심할 때는 물로 씻어주세요.) | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=AqvvU9USz4YwZGjjaUdvAA&portalId=P1,,,,unassigned,전면 패널을 양손으로 잡고 당겨 고정 링크로 고정합니다. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=kWqXaRvmWGUNpQjvSvfnw&portalId=P1,,,,unassigned,향균 필터를 빼서 진공 청소기나 부드러운 솔로 청소 후 그늘에서 잘 말립니다. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=eIMOYTnTTi5t8zbvJhOPJQ&portalId=P1,,,,unassigned,"TVF 필터, 3중 필터를 빼내 진공 청소기나 솔로 청소합니다. | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=RE75478c33pn8ZT7HvWMiw&portalId=P1,,,,unassigned,필터열기 버튼을 누른 후 열림 스위치를 우측으로 밀면서 전면 패널을 엽니다. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=3Sfq4wUFMm0gGDJ6FMmZMA&portalId=P1,,,,unassigned,향균 필터를 잡아 밑으로 빼서 청소한 후 그늘에 잘 말립니다. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=iRH9fKxoVXW2jflGh90A&portalId=P1,,,,unassigned,"TVF 필터, 3중 필터를 빼내 진공 청소기나 부드러운 솔로 청소합니다. | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=utr7p60412x1rt8Xur7oQ&portalId=P1,,,,unassigned,천장 매립형 덕트 에어컨 공기 흡입구 커버를 내려 필터를 분리하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=7S9aUnfyuz66JAYmABhag&portalId=P1,,,,unassigned,천장 매립형 덕트 에어컨 필터를 부드러운 솔로 청소하거나 중성세제를 이용해 물로 씻는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=X5RctO93j4DA6xeWqCkxkw&portalId=P1,,,,unassigned,천장 매립형 덕트 에어컨의 청소된 필터를 그늘에 말리는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=gSZiezeWoPKYslkhuMMwiA&portalId=P1,,,,unassigned,"기능설정 리스트에서 필터 상태 확인 및 초기화 항목을
선택한 다음 OK버튼을 누르면, 상세 화면으로이동 | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=WAi9Hc1hZL3SrVmmYSwUA&portalId=P1,,,,unassigned,청정관리 메뉴 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=FajHuXYbCIveX3A5WqMVCA&portalId=P1,,,,unassigned,"좌우버튼키를 통해 UVnano팬살균, 자동건조, 필터알림 초기화 | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=6NF7pzzX5DH96hEA7qRHhw&portalId=P1,,,,unassigned,초기화 메뉴 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=aVrPDTgj4HFxJMoEDuPoA&portalId=P1,,,,unassigned,천장형 에어컨 무선 리모컨 디럭스 타입의 설정 버튼 위치 그림 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=5HsmJAcKiyoiy1tkFYgZdA&portalId=P1,,,,unassigned,천장형 에어컨 무선 리모컨 베이직의 절전 버튼과 바람 선택 버튼을 동시에 3초 이상 누르는 그림 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=nYTAQ7WwqG184Q0Kc8f4sw&portalId=P1,,,,unassigned,전면 그릴의 고정걸이를 누르고 내리는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=hL3pYRqklJGailIf9SExHg&portalId=P1,,,,unassigned,"분리한 필터를 부드러운 솔로 청소를 하거나, 중성세제를 탄  물에 청소하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=YPaPluW92ze5xKxjJRAJw&portalId=P1,,,,unassigned,전면 그릴에 필터를 조립 후 닫아주는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=PHw5zzN25meLirHv9Eqbkg&portalId=P1,,,,unassigned,"LG스탠드에어컨 칸/위너는 왼쪽으로 탈착, 듀얼은 양쪽으로 각각 탈착, 타워도 위아래 왼쪽과 위아래 오른쪽으로 각각 탈착 | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=wAgl7qHOvmHCmCDz6R2LA&portalId=P1,,,,unassigned,LG벽걸이에어컨 A Type은 덮개를 위로 들어올려서 필터를 꺼내는 방법 / B Type은 상부 뚜껑을 위로 들어올려서 뺀다음 필터를 꺼내는 방법 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=k9los4dZJILqDpQLzqCFg&portalId=P1,,,,unassigned,극초미세 먼지필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=35UaqWkp5KHGWHcGKTU2eg&portalId=P1,,,,unassigned,광촉매 탈취필터 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=DpmU2vO9ihO6yB830aRusA&portalId=P1,,,,unassigned,프론트 판넬 양측 각인을 확인 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Rg0dZaqMUDud3F6wODjg&portalId=P1,,,,unassigned,직사각형 모델 필터의 화살표 각인 3곳 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=5zIdI06Hhlfx8vUPf1YfNg&portalId=P1,,,,unassigned,필터 케이스 거치대에서 손잡이 부분을 잡고 화살표 방향으로 당겨 극 초미세 먼지 필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=yxVuV9qL2FFIAJRWshPXUQ&portalId=P1,,,,unassigned,극 초미세 먼지 필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=xoYEWn8bff54vrySR7zcYQ&portalId=P1,,,,unassigned,Type1: 손잡이를 당겨 광촉매 탈취필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=G7XDwjI16LyZ6GN3NwoVg&portalId=P1,,,,unassigned,Type2: 손잡이를 당겨 광촉매 탈취필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Ie8oV4TSTBNawkdjjTgtQ&portalId=P1,,,,unassigned,양쪽에 있는 고정 걸이를 누르고 전면 그릴을 여는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=R0CkCR10GfCE3bqOC2EEg&portalId=P1,,,,unassigned,고정 걸이를 눌러 극 초미세 먼지 필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=OjpvLgYIqv66nJrjKHY1g&portalId=P1,,,,unassigned,분리된 극 초미세 먼지 필터 뒤쪽 광촉매 탈취필터는 위쪽으로 당겨 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=1mSecCywWAJFKEIYhefAQ&portalId=P1,,,,unassigned,양쪽에 있는 고정 걸이를 누르고 전면 그릴을 여는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=YzKo6PKTOs3PFiJuJBEwqg&portalId=P1,,,,unassigned,고정 걸이를 눌러 극 초미세 먼지 필터를 분리 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=K6xJRs8d3Fe2xRADr1GwA&portalId=P1,,,,unassigned,1. 냉방 운전 : 냉방운전-실내 냄새입자가 포함된 응축수 발생-응축수 외부로 배출 2. 송풍 운전 : 송풍 운전-축적되어 있던 응축수가 증발되어 실내로 유입-온도가 높을 수록 냄새 확산속도도 높아짐 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=kV6lR6rX2HunomoXJq1kQ&portalId=P1,,,,unassigned,스탠드 에어컨을 창문을 열고 냉방 18도 강풍으로 가동하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=5D5pKMkB2FD9xzsnQuPeg&portalId=P1,,,,unassigned,리모컨 화면에 자동건조 문구와 AI건조 문구가 표시된 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=mzKo45mKv9k1uW1RJVnlQ&portalId=P1,,,,unassigned,세척된 극세필터를 바람이 잘 통하고 그늘진 곳에서 말리는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=EyWPKxUl8Mj82Hlvi3yAzQ&portalId=P1,,,,unassigned,LG ThinQ 에어컨 화면에서 청정관리를 선택 후 열교환기나 올클리닝을 선택하는 모습 | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=7MusR0qVdL0hb7oCosE32g&portalId=P1,,,,unassigned,explaining how to take out the filter | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=U43ZqdACqsJSAaW8gnuuA&portalId=P1,,,,unassigned,explaining how to take out the filter | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=JGVSxLHqqIOJsfAMLtz6gw&portalId=P1,,,,unassigned,"Casement Window Air Conditioner 
1. Remove the ultra-fine filter cover 
2. Remove the ultra-fine filter 
3. Clean the ultra-fine filter 
4. Dry the ultra-fine filter | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=Awom0hqww2i2dUGRVQ2nXA&portalId=P1,,,,unassigned,"Window Air Conditioner 
1. Remove the ultra-fine filter cover. 
2. Remove the ultra-fine filter. 
3. Clean the ultra-fine filter. 
4. Dry the ultra-fine filter. | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=eSR1JjynmtPzNxmg7Mqjkw&portalId=P1,,,,unassigned,"Single Hose Portable Air Conditioner 
1. Remove the ultra-fine filter cover.
2. Remove the ultra-fine filter.
3. Clean the ultra-fine filter.
4. Dry the ultra-fine filter | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=rr41LkkVaVktqP7waUAjlQ&portalId=P1,,,,unassigned,"Dual Hose Portable Air Conditioner 
1. Remove the screws under the dual hose 
2. Remove the ultra-fine filter cover 
3. Remove the ultra-fine filter
4. Clean and dry the ultra-fine filter | LG official support image candidate; verify visual relevance before Roboflow labeling"
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=nRuYff58jG6tlUSP0R2g&portalId=P1,,,,unassigned,Check the engraving on both sides of the front panel | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=WEHEVPwdJqziY97cxi1g&portalId=P1,,,,unassigned,Remove the ultra-fine dust filter by holding the handle on the filter case holder and pulling it in the direction of the arrow. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=qYott5U0AsP31U5tDiemw&portalId=P1,,,,unassigned,Remove the photocatalyst deodorization filter by pulling the handle. | LG official support image candidate; verify visual relevance before Roboflow labeling
,,lg_official_support_public_page,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=CQTgsZXYwp5usVJOB6B4Eg&portalId=P1,,,,unassigned,Remove the photocatalyst deodorizing filter behind the separated ultrafine dust filter by pulling it upward. | LG official support image candidate; verify visual relevance before Roboflow labeling
